THE,1.8140360946320009
AND,0.725228108750079
ING,0.7177952708293643
ENT,0.4188481809892414
ION,0.41574003816271843
HER,0.35743006117882653
FOR,0.34360597793705383
THA,0.33274795005672814
NTH,0.33026508098356494
INT,0.3195083837159914
ERE,0.3108740609288116
TIO,0.3108251620646573
TER,0.29877072637696767
EST,0.27974048167401255
ERS,0.27661823070630054
ATI,0.2626868741190029
HAT,0.25503406149935137
ATE,0.25063119841227005
ALL,0.24569000328436355
ETH,0.24108099288050575
HES,0.23839831696529606
VER,0.23761900009155765
HIS,0.2351599955358285
OFT,0.22072914524000034
ITH,0.2138972252269112
FTH,0.21142677974076513
STH,0.21113214653679657
OTH,0.20750567575023876
RES,0.20672921325995816
ONT,0.20488766799795838
DTH,0.20462291223395393
ARE,0.2045132056435141
REA,0.20356971492778037
EAR,0.2035020286052932
WAS,0.20216849340902587
SIN,0.20191003132658003
STO,0.20020077036023962
TTH,0.1983122447541146
STA,0.1965159952820682
THI,0.1956795205494165
TIN,0.19227424108425295
TED,0.1881453754125354
ONS,0.18767596971324052
EDT,0.18764656020499082
WIT,0.18728316443559198
SAN,0.1846254292807595
DIN,0.18426224408063216
ORT,0.18423954939248405
CON,0.18210938384904568
RTH,0.17815276384139678
EVE,0.1753910542596258
ECO,0.17387888613138835
ERA,0.17212306595946564
IST,0.17111556218520274
NGT,0.16715653232922467
AST,0.16556483920612586
ILL,0.16319764285276098
COM,0.15961745051275675
ORE,0.15773912581800556
IVE,0.15706018029700478
NCE,0.15037114323290598
ONE,0.15034435414225691
EDI,0.1495668154090332
PRO,0.14953511303538294
ESS,0.1494260381527576
OUT,0.1492443402680582
EIN,0.14471155594047524
ATT,0.14464981235076088
MEN,0.14459803570656313
HEC,0.14386845997406486
ESA,0.1429817527718729
HEN,0.14282894967053733
INA,0.14214712636949303
ERI,0.14155180024585454
ERT,0.14029009256774677
AME,0.1372399264806373
ITI,0.13723311807419283
OME,0.1371156438172941
SON,0.13680416507160736
ART,0.13644423199689507
MAN,0.13610526226298764
EAN,0.13567738550334527
ONA,0.13523097864781286
EOF,0.13468375590441414
TOR,0.13448252187063878
HEA,0.1331419443020698
RAN,0.13311967075246461
RIN,0.13192630450124418
INE,0.1318075200355451
EDA,0.13176671639004991
NTO,0.13069978528805887
AVE,0.13038133435982766
NIN,0.12977990172731632
OVE,0.12942532647073385
OUN,0.12824604496411668
AIN,0.1271059059454086
ANT,0.12685607720309336
STR,0.12625960464675462
ETO,0.12578016181218596
HEM,0.1257197284312719
SOF,0.12559411216254268
PER,0.1237012113948881
NDE,0.1235764607998305
STE,0.12355058417602449
NTE,0.12293153391446619
EAS,0.12266399395676111
DTO,0.1221695305141604
OUR,0.1217153325955833
RED,0.12065556084882251
ROM,0.11933515113714394
TOF,0.11923412468000615
GHT,0.1191396492668699
TOT,0.11831307128997762
ESE,0.1181793831991751
CHA,0.11795814508460936
ICA,0.11743083283565812
HEI,0.11733085922487772
HIN,0.11727880182165133
